"PK_INVENTAR";"INVENTAR";"ANSCHAFFUNGSDATUM";"ANSCHAFFUNGSJAHR";"ABSCHREIBUNGSDAUER";"RESTBUCHWERT_2018";"CREATED_BY";"CREATED_AT";"MODIFIED_BY";"MODIFIED_AT";"PREIS_NETTO";"MWST";"FK_STEUERSATZ";"PREIS_BRUTTO";"COMM";"LIZENZNUMMER";"ANFORDERUNGSCODE";"FK_INVENTARTYP";"KFZ_KENNZEICHEN";"FAHRGESTELLNR";"BEMERKUNGEN";"BILD";"ABGANGSJAHR";"ABGANGSDATUM";"ABGANGSWERT";"FK_VERWENDUNGSZWECK";"GWG";"RESTBUCHWERT_2017";"ABGANGSGRUND";"MAC_ADRESSE";"SERIENNUMMER";"GERÄTENAME";"OK";"OK_BEMERKUNGEN";"RESTBUCHWERT_2019";"INV_BILD";"INVENTARTYP";"PK_IMP_BA_ELEKTRONIK";"BEZEICHNUNG";"GWG_YN";"BEL_OLD_ART";"BEL_OLD_FK_IMP_BA_BEL";"BEL_OLD_PK_IMP_BA_ALLG_BEL";"BEL_OLD_BEZEICHNUNG";"BEL_OLD_KENNZEICHEN";"BEL_OLD_DATUM";"BEL_OLD_DATUM_VERGEHEN";"BEL_OLD_FK_ARBEITSTAG";"BEL_OLD_FK_BUCHUNG";"BEL_OLD_BETRAG";"BEL_OLD_WÄHRUNG";"BEL_OLD_STEUERSATZ";"BEL_OLD_MWST_BETRAG";"BEL_OLD_NETTO";"BEL_OLD_ZAHLUNGSART";"BEL_OLD_BILD";"BEL_OLD_BILD1";"BEL_OLD_VERWENDUNGSZWECK";"BEL_OLD_FK_INVENTAR";"BEL_OLD_FK_PROJEKT";"BEL_OLD_WÄHRUNG_BETRAG";"BEL_OLD_FK_KATEGORIE";"BEL_OLD_KATEGORIE";"BEL_OLD_PROJEKT";"BEL_OLD_INVENTAR";"BEL_OLD_FK_BELEG_ABLAGE"
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1781;246;"KVR MŸnchen, 80337 MŸnchen";"";"10.05.2017 07:27 10.05.2017 17:12";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1782;247;"KVR MŸnchen, 80337 MŸnchen";"";"23.08.2017 06:39 23.08.2017 17:51";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1784;251;"Weserstr. 15, Frankfurt Hotel Ramada";"";"22.08.2017 15:08 22.08.2017 16:08";"";;;"3";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;3;"";;"";"DPLC - Commerzbank";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1785;252;"KVR MŸnchen, 80337 MŸnchen";"";"21.08.2017 07:51 21.08.2017 22:25";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1786;253;"KVR MŸnchen, 80337 MŸnchen";"";"18.08.2017 07:33 18.08.2017 18:56";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1787;254;"KVR MŸnchen, 80337 MŸnchen";"";"17.08.2017 12:56 17.08.2017 19:14";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1788;255;"KVR MŸnchen, 80337 MŸnchen";"";"17.08.2017 07:07 17.08.2017 12:43";"";;;"12,5";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1789;256;"KVR MŸnchen, 80337 MŸnchen";"";"14.08.2017 07:43 14.08.2017 20:25";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1790;258;"KVR MŸnchen, 80337 MŸnchen";"";"02.08.2017 09:52 02.08.2017 17:29";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1791;259;"KVR MŸnchen, 80337 MŸnchen";"";"01.08.2017 07:50 01.08.2017 19:08";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1792;260;"KVR MŸnchen, 80337 MŸnchen";"";"04.05.2017 11:27 04.05.2017 18:13";"";;;"14,5";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1793;261;"KVR MŸnchen, 80337 MŸnchen";"";"09.08.2017 07:47 09.08.2017 22:21";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1794;262;"KVR MŸnchen, 80337 MŸnchen";"";"08.08.2017 08:25 08.08.2017 19:33";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1795;264;"Kirchenstra§e, Max-Weber-Platz, MŸnchen";"";"13.06.2017 22:09 13.06.2017 22:09";"";;;"2";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1796;265;"KVR MŸnchen, 80337 MŸnchen";"";"26.04.2017 06:12 26.04.2017 14:16";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1797;266;"KVR MŸnchen, 80337 MŸnchen";"";"24.04.2017 07:54 24.04.2017 17:40";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1798;267;"Kirchenstra§e, Max-Weber-Platz, MŸnchen";"";"14.08.2017 20:43 14.08.2017 22:43";"";;;"2";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1799;269;"KVR MŸnchen, 80337 MŸnchen";"";"28.04.2017 08:13 28.04.2017 16:04";"";;;"16,5";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1800;271;"Bavaria Parkgaragen GmbH, Rosenkavalierplatz 14, 81925 MŸnchen";"";"16.08.2017 11:50 16.08.2017 13:28";"";;;"7";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1801;273;"KVR MŸnchen, 80337 MŸnchen";"";"11.05.2017 07:20 11.05.2017 18:55";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1802;274;"KVR MŸnchen, 80337 MŸnchen";"";"24.05.2017 07:54 24.05.2017 18:46";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1803;275;"KVR MŸnchen, 80337 MŸnchen";"";"12.05.2017 07:33 12.05.2017 16:20";"";;;"18,5";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1804;276;"OberlŠnderstr. Nord, MŸnchen";"";"05.05.2017 07:20 06.05.2017 09:00";"";;;"6";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1805;277;"KVR MŸnchen, 80337 MŸnchen";"";"02.05.2017 07:02 02.05.2017 18:27";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1806;278;"KVR MŸnchen, 80337 MŸnchen";"";"03.05.2017 07:23 03.05.2017 18:04";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1807;279;"KVR MŸnchen, 80337 MŸnchen";"";"17.05.2017 07:17 17.05.2017 17:49";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1808;280;"KVR MŸnchen, 80337 MŸnchen";"";"23.05.2017 07:44 23.05.2017 17:55";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1809;281;"KVR MŸnchen, 80337 MŸnchen";"";"19.05.2017 07:28 19.05.2017 21:39";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1810;282;"KVR MŸnchen, 80337 MŸnchen";"";"19.05.2017 19.05.2017";"";;;"-5";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1811;283;"KVR MŸnchen, 80337 MŸnchen";"";"08.05.2017 07:40 08.05.2017 19:05";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1812;284;"OberlŠnderstr. 5b, MŸnchen";"";"18.05.2017 08:23 19.05.2017 09:00";"";;;"6";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1814;288;"OberlŠnderstr. Nord, MŸnchen";"";"09.05.2017 08:09 09.05.2017 12:48";"";;;"3,8";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1815;289;"Contipark Parkgaragengesellschaft, Parkhaus Hauptbahnhof, Bahnhofsplatz 2, 80335 MŸnchen";"";"03.07.2017 18:23 04.07.2017 22:16";"";;;"37";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1816;290;"KVR MŸnchen, 80337 MŸnchen";"";"04.05.2017 06:27 04.05.2017 09:11";"";;;"6,5";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1817;291;"KVR MŸnchen, 80337 MŸnchen";"";"19.07.2017 07:47 19.07.2017 17:41";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1818;292;"KVR MŸnchen, 80337 MŸnchen";"";"31.05.2017 08:08 31.05.2017 19:08";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1819;293;"OberlŠnder Str. Nord, MŸnchen";"";"06.07.2017 08:14 07.07.2017 09:00";"";;;"6";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1820;294;"KVR MŸnchen, 80337 MŸnchen";"";"05.07.2017 08:45 05.07.2017 16:59";"";;;"18,5";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1821;295;"KVR MŸnchen, 80337 MŸnchen";"";"07.07.2017 07:34 07.07.2017 18:01";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1822;296;"KVR MŸnchen, 80337 MŸnchen";"";"11.07.2017 06:38 11.07.2017 20:00";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1823;297;"KVR MŸnchen, 80337 MŸnchen";"";"18.07.2017 07:47 18.07.2017 19:38";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1824;298;"KVR MŸnchen, 80337 MŸnchen";"";"13.07.2017 06:53 13.07.2017 17:51";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1825;299;"KVR MŸnchen, 80337 MŸnchen";"";"21.07.2017 08:28 21.07.2017 18:29";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1826;300;"KVR MŸnchen, 80337 MŸnchen";"";"12.07.2017 07:40 12.07.2017 18:10";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
